gradient descent step index m,w0,w1,w2
57,-0.641351131700103,0.1010558486917038,1.2949175245028248
58,-0.6532142912240552,0.11163936047897319,1.2944297260427589
59,-0.6650040603218832,0.12205313679326328,1.2939085351060802
60,-0.6767196311593648,0.132302885047423,1.2933576450051558
61,-0.6883603197967371,0.14239401025930015,1.2927804973781334
62,-0.699925556313596,0.1523316361535551,1.2921803002693517
63,-0.7114148757665733,0.16212062445104525,1.291560044657097
64,-0.722827909897138,0.1717655925303055,1.2909225195892764
65,-0.734164379516447,0.18127092962411792,1.2902703260683699
66,-0.7454240875024857,0.19064081169543837,1.2896058898103735
67,-0.7566069123519966,0.19987921512062598,1.2889314729879922
68,-0.7677128022360246,0.20898992929366655,1.2882491850557622
69,-0.7787417695134534,0.21797656825260248,1.2875609927438136
70,-0.78969388566177,0.22684258141843883,1.2868687292973937
71,-0.8005692765885638,0.23559126352717907,1.2861741030308809
72,-0.8113681182910345,0.2442257638271763,1.2854787052576482
73,-0.8220906328340963,0.2527490946065181,1.284784017650665
74,-0.8327370846206049,0.26116413910856356,1.2840914190830166
75,-0.8433077769298281,0.26947365888790814,1.2834021919924954
76,-0.8538030487025873,0.2776803006538721,1.282717528309965
77,-0.864223271553546,0.2857866026440056,1.2820385349872627
78,-0.8745688469929429,0.29379500056600993,1.2813662391569116
79,-0.884840203841696,0.30170783314282523,1.2807015929528118
80,-0.8950377958252544,0.30952734729237946,1.2800454780183164
81,-0.9051620993328766,0.31725570297058103,1.2793987097256374
82,-0.9152136113301781,0.32489497770353293,1.2787620411283325
83,-0.9251928474138377,0.33244717083260916,1.278136166666653
84,-0.9351003399982923,0.3399142074939366,1.2775217256437799
85,-0.9449366366250974,0.3472979423519398,1.2769193054893908
86,-0.9547022983863942,0.35460016310490816,1.2763294448255944
87,-0.9643978984546165,0.36182259377901393,1.2757526363489788
88,-0.9740240207111936,0.3689668978258277,1.2751893295413876
89,-0.9835812584675717,0.37603468103712906,1.2746399332209906
90,-0.9930702132723921,0.3830274942896797,1.2741048179442858
91,-1.0024914937991305,0.3899468361316012,1.2735843182688225
92,-1.0118457148089266,0.3967941552210708,1.2730787348856651
93,-1.0211334961837233,0.40357085262720377,1.272588336629926
94,-1.0303554620251847,0.41027828400222277,1.27211336237706
95,-1.0395122398151921,0.4169177616333156,1.2716540228320403
96,-1.0486044596340074,0.4234905563819452,1.2712105022180116
97,-1.0576327534324694,0.42999789951779316,1.270782959870535
98,-1.0665977543548364,0.43644098445398716,1.2703715317431092
99,-1.0755000961091186,0.4428209683897759,1.2699763318292472
100,-1.0843404123819544,0.4491389738663697,1.269597453506023
101,-1.093119336295281,0.4553960902412566,1.2692349708036723
102,-1.101837499902227,0.46159337508592946,1.268888939605516
103,-1.110495533719825,0.4677318555116147,1.2685593987821977
104,-1.119094066296291,0.47381252942727714,1.2682463712639602
105,-1.1276337238107628,0.4798363667338838,1.2679498650544545
106,-1.136115129703524,0.48580431045864114,1.2676698741893409
107,-1.144538904334855,0.4917172778326725,1.2674063796427462
108,-1.152905664670779,0.49757616131537313,1.2671593501844483
109,-1.1612160239940612,0.5033818295684701,1.2669287431904812
110,-1.1694705916389352,0.5091351283826178,1.266714505409695
111,-1.177669972748109,0.5148368815591786,1.2665165736886492
112,-1.1858147680506976,0.5204878917496721,1.2663348756570796
113,-1.1939055736598045,0.5260889412552188,1.2661693303760502
114,-1.2019429808885536,0.5316407927881593,1.2660198489507726
115,-1.209927576083441,0.5371441901979008,1.2658863351099692
116,-1.2178599404739414,0.5425998591629089,1.2657686857535462
117,-1.2257406500373682,0.5480085078506555,1.265666791470242
118,-1.2335702753780415,0.553370827547221,1.2655805370268272
119,-1.2413493816198755,0.5586874932581476,1.2655098018303443
120,-1.2490785283115442,0.5639591642820484,1.2654544603647906
121,-1.2567582693434365,0.5691864847583888,1.2654143826035753
122,-1.2643891528756528,0.5743700841907738,1.2653894343990093
123,-1.2719717212763415,0.5795105779469987,1.265379477850016
124,-1.2795065110697101,0.5846085677370488,1.2653843716491926
125,-1.286994052893086,0.5896646420701679,1.2654039714102852
126,-1.2944348714624372,0.5946793766920486,1.265438129977094
127,-1.3018294855457941,0.5996533350031445,1.2654866977147627
128,-1.3091784079440505,0.6045870684590429,1.265549522784361
129,-1.3164821454786428,0.6094811169537886,1.265626451401623
130,-1.3237411989856456,0.6143360091870012,1.2657173280806586
131,-1.3309560633158384,0.6191522630155779,1.2658219958634083
132,-1.3381272273403304,0.6239303857907371,1.2659402965355828
133,-1.3452551739613485,0.6286708746811119,1.2660720708297806
134,-1.3523403801278204,0.6333742169825692,1.2662171586164466
135,-1.3593833168554028,0.6380408904153907,1.2663753990833027
136,-1.366384449250627,0.6426713634094207,1.2665466309038431
137,-1.3733442365388497,0.6472660953777529,1.2667306923954655
138,-1.3802631320957197,0.651825536979499,1.2669274216677728
139,-1.3871415834818825,0.6563501303721513,1.2671366567615583
140,-1.3939800324806646,0.6608403094540302,1.2673582357789592
141,-1.4007789151384933,0.6652965000972753,1.2675919970052416
142,-1.407538661807822,0.6697191203718212,1.2678377790226514
143,-1.4142596971923438,0.6741085807607738,1.2680954208167505
144,-1.42094244039429,0.6784652843675807,1.268364761875634
145,-1.4275873049636227,0.6827896271153724,1.268645642282401
146,-1.4341946989489387,0.68708199793883,1.26893790280124
147,-1.4407650249499193,0.6913427789689165,1.269241384957465
148,-1.4472986801711634,0.6955723457107948,1.2695559311118279
149,-1.4537960564772543,0.6997710672152363,1.2698813845294088
150,-1.4602575404489242,0.7039393062438103,1.2702175894433814
151,-1.4666835134401783,0.7080774194281312,1.270564391113924
152,-1.47307435163626,0.7121857574234242,1.270921635882544
153,-1.4794304261123403,0.7162646650566595,1.2712891712220613
154,-1.4857521028928202,0.7203144814694931,1.2716668457824918
155,-1.4920397430111487,0.7243355402562371,1.2720545094330515
156,-1.4982937025700593,0.7283281695970781,1.272452013300502
157,-1.504514332802135,0.732292692386744,1.2728592098040326
158,-1.5107019801306227,0.7362294263588162,1.2732759526868804
159,-1.5168569862304144,0.7401386842058716,1.2737020970448656
160,-1.522979688089129,0.7440207736956309,1.2741374993520191
161,-1.5290704180682217,0.74787599778328,1.274582017483468
162,-1.5351295039640627,0.7517046547201256,1.2750355107357354
163,-1.5411572690689244,0.7555070381587373,1.2754978398446035
164,-1.5471540322318251,0.7592834372547203,1.2759688670006832
165,-1.5531201079191777,0.7630341367652578,1.2764484558628222
166,-1.5590558062751971,0.7667594171445554,1.2769364715694818
167,-1.5649614331820245,0.770459554636312,1.2774327807482015
168,-1.5708372903195273,0.7741348213633377,1.277937251523269
169,-1.5766836752247402,0.7777854854144335,1.2784497535217003
170,-1.5825008813509114,0.7814118109286409,1.2789701578776382
171,-1.588289198126126,0.7850140581769661,1.279498337235265
172,-1.594048911011476,0.788592483641678,1.2800341657503214
173,-1.5997803015587515,0.7921473400932739,1.2805775190903226
174,-1.6054836474676317,0.7956788766652049,1.2811282744335537
175,-1.6111592226423506,0.7991873389264458,1.2816863104669234
176,-1.6168072972478225,0.8026729689519929,1.282251507382752
177,-1.6224281377652061,0.8061360053913682,1.2828237468745658
178,-1.628022007046895,0.809576683535205,1.2834029121319617
179,-1.6335891643709166,0.8129952353799866,1.283988887834612
180,-1.6391298654947326,0.8163918896910085,1.2845815601454638
181,-1.6446443627084246,0.8197668720636262,1.2851808167031948
182,-1.6501329048872597,0.8231204049828554,1.2857865466139768
183,-1.6555957375436252,0.826452707881382,1.2863986404426004
184,-1.6610331028783278,0.8297639971960397,1.2870169902030082
185,-1.6664452398312501,0.8330544864228108,1.287641489348283
186,-1.6718323841313592,0.8363243861704026,1.2882720327601345
187,-1.677194768346066,0.839573904212449,1.2889085167379242
188,-1.6825326219299301,0.8428032455383856,1.28955083898727
189,-1.6878461712727104,0.8460126124030449,1.2901988986082653
190,-1.693135639746758,0.8492022043750157,1.2908525960833461
191,-1.6984012477537538,0.8523722183838077,1.291511833264842
192,-1.7036432127707892,0.8555228487658637,1.2921765133622403
193,-1.7088617493957925,0.858654287309456,1.2928465409291896
194,-1.7140570693923007,0.8617667232985067,1.2935218218502764
195,-1.7192293817335813,0.8648603435553643,1.2942022633275942
196,-1.7243788926461043,0.8679353324825748,1.2948877738671345
197,-1.7295058056523704,0.8709918721036757,1.2955782632650181
198,-1.734610321613097,0.8740301421030474,1.2962736425935932
199,-1.7396926387687661,0.8770503198648516,1.2969738241874158
200,-1.7447529527805408,0.8800525805110845,1.297678721629135
201,-1.7497914567705513,0.8830370969387733,1.2983882497352996
202,-1.7548083413615603,0.8860040398563432,1.299102324542103
203,-1.7598037947160086,0.8889535778191795,1.2998208632910817
204,-1.7647780025744502,0.8918858772644097,1.300543784414784
205,-1.7697311482933795,0.8948011025449301,1.3012710075224208
206,-1.7746634128824605,0.897699415962698,1.3020024533855115
207,-1.7795749750411605,0.9005809778013131,1.3027380439235403
208,-1.784466011194797,0.9034459463579078,1.3034777021896289
209,-1.7893366955300045,0.9062944779743667,1.3042213523562416
210,-1.7941872000296264,0.909126727067896,1.304968919700929
211,-1.7990176945070404,0.9119428461609596,1.3057203305921212
212,-1.8038283466399232,0.9147429859106015,1.306475512474978
213,-1.8086193220034628,0.9175272951371714,1.3072343938573066
214,-1.8133907841030246,0.9202959208524686,1.3079969042955495
215,-1.8181428944062779,0.9230490082873237,1.308762974380855
216,-1.8228758123747923,0.92578670091863,1.309532535725233
217,-1.8275896954951085,0.9285091404958418,1.3103055209478012
218,-1.8322846993092927,0.9312164670669527,1.3110818636611317
219,-1.8369609774449813,0.9339088190039695,1.3118614984576975
220,-1.8416186816449227,0.9365863330278926,1.312644360896428
221,-1.846257961796025,0.9392491442332181,1.3134303874893738
222,-1.8508789659579148,0.9418973861119727,1.314219515688488
223,-1.855481840391016,0.9445311905772941,1.3150116838725245
224,-1.8600667295841564,0.9471506879865681,1.3158068313340594
225,-1.8646337762817058,0.9497560071641342,1.3166048982666354
226,-1.8691831215102581,0.9523472754235697,1.3174058257520331
227,-1.8737149046048602,0.9549246185895633,1.3182095557476727
228,-1.8782292632347963,0.957488161019389,1.319016031074145
229,-1.8827263334289357,0.9600380256239883,1.319825195402877
230,-1.8872062496006494,0.9625743338886721,1.3206369932439304
231,-1.891669144572304,0.9650972058934502,1.321451369933937
232,-1.8961151495993376,0.967606760332998,1.32226827162417
233,-1.9005443943939277,0.9701031145362684,1.3230876452687537
234,-1.9049570071482553,0.9725863844857577,1.3239094386130106
235,-1.909353114557372,0.9750566848364334,1.3247336001819496
236,-1.9137328418416792,0.977514128934331,1.325560079268891
237,-1.9180963127690225,0.9799588288348293,1.3263888259242338
238,-1.92244364967641,0.9823908953206093,1.3272197909443606
239,-1.9267749734913608,0.9848104379193046,1.328052925860684
240,-1.93109040375289,0.9872175649208511,1.3288881829288315
241,-1.935390058632134,0.9896123833945415,1.329725515117972
242,-1.9396740549526268,0.9919949992057913,1.3305648761002788
243,-1.9439425082102288,0.9943655170326231,1.3314062202405328
244,-1.948195532592718,0.9967240403818752,1.332249502585864
245,-1.9524332409990461,0.9990706716051398,1.3330946788556306
246,-1.9566557450582673,1.0014055119144372,1.3339417054314346
247,-1.9608631551481466,1.0037286613976308,1.334790539347274
248,-1.9650555804134495,1.006040219033591,1.3356411382798306
249,-1.9692331287839229,1.0083402827071084,1.3364934605388905
250,-1.9733959069919695,1.0106289492235656,1.3373474650579016
251,-1.9775440205900239,1.0129063143233725,1.3382031113846604
252,-1.9816775739676322,1.015172472696166,1.3390603596721318
253,-1.9857966703682444,1.017427517994784,1.3399191706693991
254,-1.9899014119057217,1.0196715428490148,1.3407795057127432
255,-1.9939918995805648,1.0219046388791269,1.34164132671685
256,-1.9980682332958686,1.0241268967091854,1.3425045961661453
257,-2.002130511873008,1.0263384059801575,1.3433692771062535
258,-2.0061788330670596,1.02853925536281,1.3442353331355834
259,-2.0102132935819617,1.0307295325704078,1.3451027283970354
260,-2.014233989085424,1.0329093243712109,1.3459714275698305
261,-2.018241014223583,1.0350787166007787,1.346841395861461
262,-2.0222344626354127,1.0372377941740827,1.3477125989997596
263,-2.026214426966897,1.0393866410974328,1.3485850032250866
264,-2.03018099888496,1.0415253404802187,1.3494585752826331
265,-2.0341342690911706,1.0436539745464724,1.3503332824148404
266,-2.03807432733521,1.0457726246462533,1.3512090923539317
267,-2.0420012624281236,1.04788137126686,1.3520859733145578
268,-2.0459151622553473,1.0499802940438714,1.3529638939865525
269,-2.0498161137895208,1.0520694717720216,1.353842823527798
270,-2.0537042031030857,1.0541489824159098,1.3547227315571981
271,-2.0575795153806777,1.0562189031205496,1.3556035881477595
272,-2.0614421349313137,1.0582793102217594,1.3564853638197765
273,-2.065292145200377,1.0603302792563993,1.357368029534121
274,-2.0691296287814067,1.0623718849724535,1.3582515566856357
275,-2.0729546674276924,1.0644042013389639,1.3591359170966257
276,-2.07676734206368,1.0664273015558159,1.3600210830104538
277,-2.080567732796189,1.0684412580633815,1.3609070270852306
278,-2.084355918925449,1.0704461425520182,1.3617937223876047
279,-2.0881319789559547,1.072442025971429,1.362681142386646
280,-2.091895990607143,1.0744289785398866,1.363569260947826
281,-2.0956480308239005,1.076407069753322,1.3644580523270882
282,-2.099388175786897,1.07837636839428,1.3653474911650123
283,-2.103116500922753,1.0803369425407465,1.3662375524810688
284,-2.1068330809140448,1.0822888595748466,1.3671282116679608
285,-2.1105379897091447,1.084232186191417,1.3680194444860556
286,-2.1142313005319067,1.0861669884064564,1.3689112270579014
287,-2.1179130858911943,1.0880933315654528,1.3698035358628293
288,-2.1215834175902564,1.090011280351592,1.37069634773164
289,-2.125242366735954,1.0919208987938496,1.3715896398413727
290,-2.128890003747839,1.0938222502749662,1.3724833897101543
291,-2.1325263983670886,1.0957153975393106,1.3733775751921309
292,-2.136151619665297,1.0976004027006303,1.3742721744724766
293,-2.139765736053131,1.099477327249693,1.37516716606248
294,-2.1433688152888437,1.1013462320618195,1.3760625287947088
295,-2.146960924486658,1.1032071774043117,1.3769582418182476
296,-2.1505421301250163,1.105060222943775,1.3778542845940118
297,-2.154112498054701,1.1069054277533381,1.3787506368901339
298,-2.1576720935068283,1.1087428503197734,1.3796472787774203
299,-2.161220981100715,1.1105725485505151,1.380544190624882
300,-2.164759224851625,1.1123945797805832,1.381441353095332
